CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
-1.23,-0.9,0.91,-0.85,-0.7,-1.23,-0.91,0.65,-1.03,0.52,Yes
1.43,-0.9,-1.1,-1.61,0.34,-1.23,0.81,0.65,-1.03,-1.02,No
0.82,-0.9,-1.1,1.63,-1.39,0.85,-0.91,-1.55,0.97,-1.7,Yes
0.97,1.52,0.91,0.1,1.38,-1.23,0.81,0.65,0.97,1.13,No
1.98,-0.9,0.91,0.1,-1.39,1.66,-0.91,0.65,-1.03,1.53,Yes
-0.18,-0.9,0.91,-0.28,1.72,-1.23,0.81,0.65,0.97,0.69,No
0.32,-0.9,-1.1,3.15,-0.0,0.69,-0.91,0.65,-1.03,-1.37,Yes
1.31,-0.9,0.91,0.2,1.03,-1.23,0.81,-1.55,0.97,1.22,No
-0.13,0.31,-1.1,0.58,-0.7,0.8,-0.91,0.65,-1.03,0.06,Yes
-0.82,0.31,0.91,-1.52,1.03,1.99,0.81,0.65,0.97,0.73,No
1.34,-0.9,-1.1,0.1,-0.7,1.15,-0.91,-1.55,-1.03,1.3,No
-0.26,1.52,-1.1,2.68,1.38,0.78,-0.91,0.65,0.97,0.48,No
-0.46,-0.9,-1.1,0.77,1.38,-1.23,0.81,-1.55,0.97,-0.39,Yes
0.38,1.52,-1.1,0.29,-1.39,1.3,2.53,0.65,-1.03,1.11,Yes
-0.39,-0.9,0.91,-1.14,1.38,-1.23,-0.91,0.65,0.97,-0.12,Yes
-1.55,-0.9,0.91,-1.51,-0.7,-1.23,0.81,0.65,0.97,0.85,No
-0.21,-0.9,0.91,0.96,-0.35,-1.23,2.53,0.65,-1.03,-1.7,Yes
-1.09,0.31,-1.1,-0.85,1.03,1.02,4.25,0.65,0.97,0.34,Yes
-0.81,-0.9,-1.1,1.15,0.34,0.39,-0.91,0.65,-1.03,0.93,Yes
-0.91,-0.9,-1.1,1.91,1.03,-1.23,-0.91,0.65,0.97,-0.4,Yes
0.05,0.31,0.91,0.77,-0.0,1.03,0.81,0.65,0.97,0.47,No
0.51,-0.9,-1.1,0.48,1.03,-1.23,0.81,0.65,-1.03,-0.23,No
0.45,1.52,-1.1,-0.09,-0.35,-1.23,0.81,0.65,0.97,-1.01,No
-0.13,-0.9,-1.1,1.44,-0.35,-1.23,-0.91,-1.55,-1.03,-1.55,Yes
1.2,-0.9,0.91,-0.28,1.38,-1.23,0.81,-1.55,0.97,-0.68,No
-0.44,0.31,0.91,0.29,-0.7,0.8,0.81,-1.55,-1.03,-0.7,Yes
0.57,0.31,-1.1,-1.71,-0.7,0.29,0.81,-1.55,-1.03,-1.18,No
1.6,1.52,-1.1,-0.76,-1.04,0.34,-0.91,0.65,-1.03,1.73,Yes
0.34,-0.9,0.91,0.2,0.34,-1.23,-0.91,-1.55,-1.03,1.37,Yes
2.06,-0.9,-1.1,-0.85,1.38,-1.23,-0.91,0.65,-1.03,-0.16,Yes
0.4,1.52,-1.1,-0.56,-0.35,-1.23,-0.91,-1.55,-1.03,-1.39,Yes
-0.49,-0.9,0.91,-0.76,-1.04,0.92,-0.91,0.65,-1.03,-0.66,No
0.84,-0.9,0.91,1.34,-0.7,-1.23,-0.91,0.65,-1.03,0.78,Yes
0.37,0.31,-1.1,-0.09,-0.0,0.89,0.81,0.65,0.97,-0.67,Yes
-2.46,-0.9,-1.1,3.06,-0.35,-1.23,-0.91,-1.55,-1.03,-1.6,Yes
-0.9,1.52,0.91,-0.47,-0.7,0.45,0.81,0.65,-1.03,-0.3,No
-0.1,-0.9,-1.1,2.48,0.34,1.69,-0.91,-1.55,0.97,0.52,Yes
1.72,1.52,-1.1,-0.85,1.03,1.04,-0.91,-1.55,0.97,-1.28,No
-0.22,1.52,0.91,0.1,-0.0,-1.23,0.81,0.65,-1.03,-0.76,No
-1.72,0.31,-1.1,-0.85,-1.04,0.39,0.81,0.65,0.97,1.67,No
0.44,-0.9,-1.1,-1.23,0.69,1.42,-0.91,0.65,-1.03,-1.04,No
-0.87,0.31,-1.1,0.01,1.03,0.89,0.81,0.65,0.97,-0.79,No
0.05,0.31,-1.1,0.1,-0.0,0.98,-0.91,0.65,-1.03,0.93,Yes
-0.26,1.52,-1.1,-0.85,-1.39,-1.23,-0.91,-1.55,-1.03,-1.33,No
-1.44,-0.9,0.91,0.58,1.03,0.87,-0.91,0.65,-1.03,1.43,No
1.0,-0.9,-1.1,0.67,1.03,0.83,-0.91,-1.55,0.97,-1.16,Yes
-0.6,1.52,-1.1,3.34,1.03,0.92,-0.91,-1.55,0.97,-1.54,Yes
1.08,-0.9,0.91,1.63,0.34,-1.23,-0.91,0.65,-1.03,0.18,Yes
-0.54,-0.9,-1.1,0.48,1.38,-1.23,-0.91,0.65,-1.03,-0.29,Yes
-1.81,-0.9,-1.1,0.48,-1.04,-1.23,-0.91,0.65,0.97,-0.6,Yes
-0.4,0.31,0.91,0.58,0.69,0.98,-0.91,0.65,-1.03,0.91,Yes
-0.77,0.31,-1.1,0.48,-1.04,0.58,-0.91,0.65,-1.03,-0.01,No
-0.28,1.52,0.91,-1.04,-0.0,0.61,-0.91,0.65,-1.03,-0.04,No
-0.17,-0.9,0.91,-0.66,-0.0,-1.23,0.81,0.65,-1.03,-1.42,No
2.06,-0.9,0.91,-0.18,-1.39,-1.23,0.81,0.65,-1.03,-0.77,No
0.28,1.52,0.91,-1.52,-0.0,-1.23,0.81,0.65,-1.03,0.13,No
-0.35,0.31,-1.1,-0.56,0.34,0.51,-0.91,0.65,-1.03,-1.1,Yes
-0.75,-0.9,-1.1,-1.14,0.69,-1.23,-0.91,0.65,-1.03,1.54,Yes
0.28,-0.9,0.91,2.39,-1.39,-1.23,-0.91,-1.55,0.97,-0.53,Yes
1.02,-0.9,0.91,-0.56,0.34,0.73,0.81,0.65,-1.03,1.25,Yes
0.97,1.52,0.91,-1.33,-0.7,-1.23,0.81,0.65,-1.03,-1.51,No
0.32,0.31,0.91,-0.37,1.03,1.03,-0.91,0.65,0.97,1.42,No
-0.98,-0.9,0.91,-1.14,-0.35,-1.23,0.81,-1.55,0.97,0.76,No
-0.02,-0.9,0.91,-0.56,-0.0,-0.54,0.81,0.65,-1.03,-1.61,No
-0.58,0.31,0.91,0.1,1.38,0.81,0.81,0.65,0.97,-1.19,No
1.41,-0.9,0.91,-1.71,0.34,0.32,0.81,0.65,-1.03,0.86,No
0.61,-0.9,-1.1,-0.09,-0.0,1.0,-0.91,0.65,0.97,0.08,No
-1.96,-0.9,-1.1,1.34,0.34,-1.23,0.81,-1.55,-1.03,0.08,Yes
-0.83,-0.9,-1.1,0.1,-1.39,0.87,-0.91,0.65,0.97,-0.3,Yes
0.84,-0.9,0.91,0.2,-0.0,1.6,-0.91,0.65,-1.03,1.44,Yes
-0.56,-0.9,0.91,0.29,0.34,-1.23,0.81,-1.55,0.97,-1.21,No
1.41,1.52,-1.1,3.06,-1.04,1.32,-0.91,-1.55,0.97,-1.28,No
-0.85,-0.9,-1.1,-0.47,-0.35,1.06,-0.91,0.65,-1.03,-0.31,Yes
-0.46,-0.9,0.91,-0.56,1.38,-1.23,-0.91,-1.55,-1.03,0.91,Yes
1.96,-0.9,-1.1,2.87,1.72,0.72,-0.91,-1.55,-1.03,0.79,Yes
1.39,0.31,0.91,-0.85,-1.39,0.76,-0.91,-1.55,0.97,-0.53,No
0.39,-0.9,0.91,0.2,-1.04,-1.23,2.53,-1.55,0.97,1.17,Yes
1.35,0.31,0.91,0.01,0.34,0.77,2.53,-1.55,0.97,-1.34,Yes
-0.52,-0.9,-1.1,0.67,-0.35,-1.23,-0.91,0.65,-1.03,-0.76,No
0.15,0.31,-1.1,0.48,-0.0,0.82,-0.91,0.65,-1.03,0.85,Yes
1.18,-0.9,0.91,1.63,-1.39,1.23,-0.91,-1.55,0.97,-1.05,No
-0.9,1.52,0.91,-0.37,-1.39,-1.23,0.81,0.65,0.97,-0.31,No
-0.53,0.31,-1.1,0.67,1.03,0.67,-0.91,0.65,0.97,1.16,No
0.77,0.31,-1.1,1.34,-1.39,0.65,-0.91,-1.55,-1.03,-1.59,Yes
0.45,-0.9,0.91,1.25,1.72,1.36,-0.91,0.65,-1.03,-1.69,No
1.04,0.31,-1.1,-0.09,-0.7,0.22,0.81,0.65,-1.03,1.01,No
-1.67,-0.9,0.91,2.2,0.34,0.46,-0.91,0.65,0.97,-0.2,No
0.54,-0.9,0.91,0.48,0.69,0.85,4.25,0.65,-1.03,-1.43,Yes
1.88,-0.9,-1.1,0.2,1.03,-0.74,0.81,0.65,-1.03,-1.26,No
-0.87,-0.9,0.91,0.39,0.34,0.12,-0.91,-1.55,-1.03,-1.58,Yes
-0.76,0.31,-1.1,1.53,0.34,0.63,0.81,-1.55,0.97,1.01,No
0.63,1.52,-1.1,-0.95,1.03,-1.23,0.81,0.65,-1.03,-0.78,No
1.86,-0.9,-1.1,0.87,-1.04,0.38,-0.91,0.65,-1.03,-1.4,No
0.79,-0.9,-1.1,-0.95,-1.04,0.27,-0.91,0.65,-1.03,-1.27,Yes
-2.07,0.31,0.91,-0.28,0.69,0.89,0.81,0.65,0.97,-1.27,No
-0.33,0.31,-1.1,-1.04,-0.7,1.4,0.81,0.65,0.97,-1.44,No
-2.47,-0.9,-1.1,-0.47,1.03,-1.23,-0.91,-1.55,0.97,-0.56,No
0.03,0.31,-1.1,-0.47,-1.04,2.14,-0.91,0.65,-1.03,0.64,Yes
-1.05,1.52,0.91,-1.14,-1.04,-1.23,0.81,-1.55,-1.03,0.28,No
-0.63,0.31,0.91,3.15,-0.0,0.16,0.81,0.65,0.97,-0.22,No
0.45,0.31,0.91,0.96,-1.39,1.76,-0.91,-1.55,-1.03,-0.99,Yes
-1.08,-0.9,-1.1,-0.66,1.72,0.28,0.81,0.65,0.97,1.36,No
0.71,0.31,-1.1,1.73,-0.35,0.45,-0.91,-1.55,0.97,0.94,Yes
0.32,-0.9,-1.1,0.01,-0.35,-0.34,-0.91,0.65,0.97,0.47,No
-2.49,1.52,-1.1,1.25,-1.39,0.63,-0.91,0.65,0.97,-0.31,Yes
0.59,-0.9,0.91,1.06,0.69,1.35,-0.91,-1.55,0.97,0.24,Yes
-0.5,0.31,0.91,1.73,1.03,0.5,2.53,0.65,0.97,-1.29,Yes
-0.22,0.31,-1.1,0.58,-1.73,0.94,-0.91,-1.55,0.97,1.01,Yes
0.73,-0.9,0.91,3.33,1.38,0.7,2.53,0.65,-1.03,1.32,Yes
-0.97,0.31,-1.1,1.72,1.38,0.91,-0.91,-1.55,-1.03,-0.81,Yes
0.49,0.31,-1.1,3.54,0.34,1.17,-0.91,0.65,-1.03,1.01,No
-1.27,0.31,0.91,1.15,-0.7,0.88,-0.91,-1.55,0.97,0.3,Yes
0.03,-0.9,0.91,0.01,1.72,-1.23,0.81,0.65,-1.03,-1.71,No
-0.19,-0.9,0.91,1.06,0.69,-1.23,-0.91,0.65,0.97,-1.72,Yes
-1.44,-0.9,-1.1,2.2,-1.04,-1.23,0.81,0.65,-1.03,-1.45,No
-0.67,-0.9,-1.1,-0.09,0.34,0.67,-0.91,0.65,-1.03,-1.46,Yes
-1.47,-0.9,-1.1,-0.66,0.69,-1.23,0.81,0.65,-1.03,0.94,No
0.34,-0.9,0.91,0.29,-0.0,-1.23,0.81,-1.55,-1.03,-0.58,No
0.87,0.31,0.91,-1.04,0.34,0.61,-0.91,-1.55,0.97,-1.68,No
0.06,1.52,-1.1,0.29,0.34,-1.23,0.81,-1.55,0.97,1.19,No
0.86,-0.9,0.91,1.44,-0.7,-1.23,2.53,-1.55,0.97,0.76,No
0.26,0.31,0.91,-0.76,1.38,1.15,-0.91,0.65,0.97,-0.91,No
0.57,0.31,-1.1,0.1,0.69,0.59,-0.91,0.65,-1.03,-1.11,No
0.79,1.52,0.91,-0.66,-0.0,-1.23,-0.91,0.65,-1.03,1.39,No
-1.08,0.31,-1.1,0.2,0.34,0.31,2.53,0.65,-1.03,-0.47,Yes
-1.49,0.31,0.91,-1.33,0.34,0.85,-0.91,0.65,0.97,-0.69,Yes
1.2,-0.9,0.91,-0.37,-1.73,-1.23,0.81,0.65,-1.03,0.39,No
-0.55,1.52,0.91,1.25,-0.7,-0.12,-0.91,0.65,0.97,-0.63,Yes
0.8,1.52,-1.1,0.77,0.34,-1.23,-0.91,0.65,0.97,-0.8,Yes
-1.05,0.31,0.91,0.1,-0.7,0.6,-0.91,0.65,0.97,-0.92,Yes
-0.31,0.31,-1.1,0.39,-0.7,0.85,-0.91,0.65,-1.03,-1.48,No
-0.17,1.52,-1.1,0.01,1.03,0.61,-0.91,0.65,-1.03,-1.34,No
-0.22,0.31,-1.1,0.48,1.03,1.34,0.81,-1.55,-1.03,0.56,No
0.6,0.31,0.91,0.2,1.72,0.2,0.81,0.65,0.97,0.81,No
0.85,1.52,-1.1,-0.09,-0.0,-1.23,0.81,0.65,-1.03,-0.79,Yes
0.37,0.31,0.91,1.72,-0.0,1.04,-0.91,-1.55,0.97,0.28,Yes
0.83,-0.9,-1.1,0.1,-1.73,-0.44,0.81,0.65,0.97,-1.39,No
1.33,1.52,-1.1,-0.37,-1.04,1.5,2.53,0.65,-1.03,0.49,Yes
0.39,0.31,-1.1,-1.14,-1.04,-1.03,0.81,0.65,-1.03,-1.44,No
-1.8,1.52,-1.1,3.06,-1.04,-1.23,-0.91,-1.55,0.97,1.57,Yes
0.21,-0.9,-1.1,0.96,0.69,-1.23,0.81,0.65,-1.03,-1.55,Yes
-0.35,-0.9,0.91,-0.47,0.69,-0.35,-0.91,0.65,0.97,-1.07,No
0.69,0.31,-1.1,0.58,-0.35,0.76,-0.91,0.65,0.97,0.11,No
-1.55,0.31,0.91,2.01,-0.7,0.67,-0.91,0.65,0.97,0.32,No
-0.65,1.52,-1.1,-0.28,-1.04,1.06,0.81,0.65,0.97,0.6,Yes
0.12,1.52,-1.1,1.25,0.34,0.52,-0.91,-1.55,-1.03,-0.31,Yes
-0.56,1.52,-1.1,-0.76,0.69,-1.23,0.81,-1.55,0.97,-0.64,Yes
-0.66,-0.9,0.91,0.39,-0.7,-1.23,0.81,-1.55,0.97,1.21,No
-0.02,-0.9,0.91,2.01,0.69,-1.23,2.53,0.65,0.97,1.46,Yes
-0.8,-0.9,-1.1,-1.23,-0.35,0.78,0.81,-1.55,-1.03,0.6,No
2.06,0.31,-1.1,0.67,-0.35,0.67,-0.91,-1.55,-1.03,1.6,Yes
0.98,-0.9,0.91,1.82,1.72,-1.23,0.81,0.65,0.97,1.31,No
2.06,-0.9,0.91,-1.8,-1.73,-1.23,0.81,0.65,0.97,-1.56,No
0.05,-0.9,-1.1,-0.95,0.69,-1.23,0.81,0.65,0.97,-0.26,No
-0.88,-0.9,0.91,-0.1,-0.7,1.67,0.81,0.65,-1.03,0.62,Yes
-0.03,-0.9,0.91,-0.47,-1.73,0.96,0.81,0.65,0.97,1.21,Yes
1.38,-0.9,-1.1,1.06,-0.0,0.97,-0.91,0.65,0.97,-0.83,Yes
0.06,1.52,0.91,-1.42,1.03,-1.23,0.81,0.65,0.97,1.16,No
-1.51,0.31,0.91,0.67,0.69,0.8,-0.91,0.65,0.97,1.55,Yes
-1.4,-0.9,-1.1,0.87,1.03,0.96,-0.91,0.65,0.97,0.06,Yes
-1.11,1.52,-1.1,2.11,-1.04,-0.13,-0.91,-1.55,0.97,1.39,No
1.27,-0.9,-1.1,2.67,-0.7,-1.23,-0.91,0.65,-1.03,-1.25,Yes
-1.13,0.31,0.91,1.53,0.69,0.95,-0.91,-1.55,-1.03,1.21,Yes
-2.22,-0.9,-1.1,0.1,-1.73,1.46,-0.91,-1.55,-1.03,-0.98,Yes
1.25,1.52,-1.1,0.58,-1.04,0.41,-0.91,0.65,-1.03,-1.59,Yes
-0.81,0.31,-1.1,0.58,-1.39,1.04,-0.91,-1.55,-1.03,0.61,Yes
1.46,0.31,-1.1,-0.18,-1.04,1.48,2.53,-1.55,-1.03,-1.02,Yes
2.06,-0.9,-1.1,-0.09,0.69,-1.23,-0.91,0.65,0.97,-1.53,Yes
-0.21,-0.9,-1.1,1.15,-0.7,-1.23,0.81,0.65,0.97,-1.38,No
0.76,0.31,-1.1,0.01,1.38,0.46,-0.91,0.65,0.97,0.43,No
1.31,0.31,0.91,-0.37,0.34,0.78,-0.91,-1.55,0.97,0.54,No
-0.39,1.52,0.91,-0.09,-0.7,-1.23,0.81,0.65,-1.03,-0.98,No
-0.91,0.31,-1.1,0.1,1.38,0.98,-0.91,-1.55,-1.03,1.3,No
2.06,-0.9,0.91,-0.56,0.34,0.72,-0.91,-1.55,0.97,-0.25,No
2.04,-0.9,-1.1,0.39,-0.0,0.47,-0.91,0.65,-1.03,-0.41,Yes
-1.5,-0.9,0.91,-0.66,-0.0,-1.23,0.81,0.65,0.97,1.56,No
-0.44,-0.9,0.91,0.2,-0.35,-1.23,0.81,-1.55,-1.03,0.3,Yes
0.99,0.31,-1.1,1.06,-0.35,0.09,-0.91,0.65,-1.03,-1.21,Yes
-0.35,1.52,0.91,-0.18,1.72,-1.23,0.81,0.65,-1.03,1.36,No
0.96,1.52,-1.1,-0.66,-1.73,0.33,0.81,0.65,0.97,0.96,No
0.44,-0.9,0.91,-0.39,0.69,0.74,0.81,0.65,0.97,1.02,Yes
-0.38,-0.9,-1.1,-0.37,1.03,-1.23,0.81,0.65,-1.03,-0.14,No
-0.46,1.52,-1.1,2.01,0.69,-1.23,0.81,0.65,0.97,-1.48,Yes
1.35,0.31,-1.1,0.39,-0.7,0.56,-0.91,0.65,-1.03,0.77,Yes
-0.84,1.52,-1.1,0.48,1.03,1.1,-0.91,-1.55,0.97,-1.17,No
0.13,1.52,0.91,2.01,-0.7,-1.23,0.81,-1.55,0.97,-1.03,No
1.73,-0.9,0.91,-0.85,0.69,0.84,-0.91,0.65,0.97,1.73,Yes
-1.4,-0.9,0.91,-0.56,0.34,-1.23,0.81,-1.55,0.97,-0.74,No
-1.05,-0.9,0.91,-1.14,-1.04,0.82,-0.91,0.65,-1.03,1.69,No
2.06,1.52,0.91,0.2,-1.39,-1.23,-0.91,-1.55,0.97,0.92,Yes
-0.33,-0.9,0.91,-1.61,-1.39,-1.23,0.81,0.65,-1.03,0.9,No
2.06,-0.9,-1.1,1.53,-0.0,1.22,-0.91,0.65,0.97,0.8,No
0.12,0.31,-1.1,1.44,1.03,0.47,2.53,0.65,-1.03,1.66,Yes
-0.02,0.31,0.91,0.1,-1.73,1.22,0.81,0.65,0.97,0.53,Yes
0.19,0.31,-1.1,1.53,-1.04,0.69,0.81,0.65,-1.03,-1.39,Yes
0.63,-0.9,-1.1,-0.76,0.34,1.12,0.81,-1.55,-1.03,1.58,Yes
-0.13,1.52,-1.1,0.58,1.03,0.82,-0.91,0.65,-1.03,-0.28,Yes
-1.04,0.31,-1.1,-1.04,-1.04,0.85,-0.91,0.65,-1.03,-0.48,No
0.07,1.52,0.91,-1.14,1.72,-1.23,0.81,0.65,0.97,0.91,No
1.56,-0.9,-1.1,-0.28,-1.73,-1.23,0.81,0.65,-1.03,0.46,No
-0.18,-0.9,-1.1,-0.09,0.69,-1.23,0.81,0.65,0.97,1.41,No
0.76,-0.9,0.91,-0.95,0.34,0.11,-0.91,0.65,0.97,0.09,No
1.75,1.52,-1.1,-0.37,-0.0,-1.23,0.81,0.65,0.97,0.44,No
-0.64,-0.9,-1.1,1.53,-1.04,0.46,-0.91,0.65,-1.03,-1.24,No
-0.3,0.31,-1.1,0.96,-0.0,0.88,-0.91,0.65,-1.03,-1.54,Yes
-1.05,-0.9,0.91,-0.18,0.69,0.53,-0.91,0.65,0.97,1.34,No
0.76,-0.9,-1.1,1.72,1.03,-0.4,-0.91,0.65,0.97,-0.67,No
0.0,0.31,0.91,0.1,0.69,0.46,0.81,-1.55,-1.03,0.61,No
-0.74,1.52,0.91,-0.47,-0.0,0.25,0.81,0.65,0.97,-0.25,No
0.34,-0.9,-1.1,-0.18,1.72,-1.23,-0.91,0.65,-1.03,0.5,Yes
0.82,1.52,0.91,-0.09,-1.73,0.73,-0.91,-1.55,-1.03,-0.82,No
0.05,-0.9,0.91,1.34,-0.7,0.94,-0.91,0.65,-1.03,-1.44,Yes
-0.23,1.52,0.91,0.39,-1.39,0.12,0.81,0.65,-1.03,0.77,Yes
-0.51,1.52,0.91,-0.09,1.03,-1.23,0.81,0.65,-1.03,-1.08,No
-0.06,1.52,-1.1,0.77,0.34,1.31,0.81,-1.55,0.97,-0.03,No
-1.22,0.31,0.91,0.01,-0.0,1.05,-0.91,0.65,-1.03,-1.69,Yes
-0.03,0.31,0.91,0.48,-1.04,0.61,-0.91,0.65,-1.03,-0.24,Yes
0.17,0.31,-1.1,0.67,1.03,0.83,0.81,0.65,-1.03,0.6,Yes
-0.98,-0.9,0.91,1.25,1.38,0.75,0.81,-1.55,0.97,0.27,No
0.33,-0.9,-1.1,0.77,-0.7,-1.23,2.53,0.65,0.97,-0.61,Yes
-0.11,0.31,-1.1,-1.04,1.38,0.47,-0.91,0.65,-1.03,1.45,Yes
0.71,-0.9,0.91,-1.14,-0.35,-0.31,0.81,0.65,0.97,0.44,No
0.88,0.31,0.91,-0.47,-0.35,0.48,4.25,0.65,0.97,-1.43,Yes
-0.7,1.52,0.91,0.39,-0.7,1.16,-0.91,0.65,0.97,-0.17,No
1.4,-0.9,-1.1,0.29,1.72,0.25,-0.91,0.65,0.97,1.01,Yes
-1.45,0.31,-1.1,0.29,1.03,0.16,-0.91,-1.55,-1.03,-1.12,No
-0.67,-0.9,0.91,1.06,-0.0,1.85,0.81,0.65,-1.03,-1.58,Yes
-0.96,1.52,-1.1,-0.66,0.34,-1.23,0.81,0.65,0.97,-0.87,No
0.37,1.52,0.91,0.48,-1.39,-1.23,-0.91,0.65,-1.03,0.48,No
0.39,-0.9,0.91,-0.28,-1.39,-1.23,0.81,0.65,-1.03,0.85,No
-0.17,0.31,0.91,0.77,-1.04,0.52,0.81,-1.55,0.97,-0.64,No
1.85,-0.9,0.91,-0.18,-0.35,0.17,-0.91,0.65,-1.03,0.38,Yes
-0.29,-0.9,-1.1,1.25,1.38,0.27,-0.91,0.65,-1.03,-1.2,Yes
0.28,-0.9,0.91,-1.04,-0.35,-1.23,0.81,0.65,0.97,0.25,No
0.44,1.52,0.91,0.39,1.38,1.05,-0.91,-1.55,-1.03,1.02,No
-2.53,-0.9,0.91,4.13,1.38,-1.23,0.81,-1.55,-1.03,0.7,No
0.93,0.31,0.91,-0.95,-0.7,1.05,0.81,0.65,-1.03,-1.47,No
0.62,-0.9,0.91,0.1,-1.04,-1.23,-0.91,0.65,-1.03,0.08,Yes
-1.34,-0.9,-1.1,1.15,0.69,-1.23,0.81,0.65,0.97,-0.22,No
2.03,-0.9,-1.1,0.29,0.34,-1.23,-0.91,0.65,-1.03,-1.07,Yes
1.34,-0.9,-1.1,-0.56,1.03,-0.16,-0.91,0.65,-1.03,0.46,No
-2.08,1.52,-1.1,0.01,-1.04,-0.32,0.81,0.65,-1.03,1.54,No
1.48,-0.9,-1.1,0.77,0.34,-1.23,2.53,0.65,0.97,1.11,Yes
0.62,-0.9,-1.1,0.77,-0.0,-0.11,0.81,0.65,0.97,-0.86,Yes
0.43,1.52,-1.1,-0.95,-1.39,0.83,-0.91,-1.55,-1.03,0.02,Yes
0.48,-0.9,0.91,4.1,-0.35,1.24,-0.91,0.65,-1.03,0.55,Yes
0.46,1.52,0.91,-0.47,-0.0,-1.23,-0.91,0.65,-1.03,0.28,Yes
1.32,1.52,-1.1,-1.23,1.72,-1.23,0.81,-1.55,-1.03,-0.74,No
0.13,-0.9,-1.1,0.01,-0.7,1.21,-0.91,0.65,0.97,-1.47,No
0.01,1.52,-1.1,-0.66,-1.39,-1.23,0.81,-1.55,-1.03,0.01,No
-1.76,0.31,0.91,1.06,-1.04,1.53,-0.91,0.65,0.97,-0.85,No
-1.1,-0.9,-1.1,-0.28,-1.39,0.23,-0.91,0.65,0.97,-0.07,No
-0.33,-0.9,0.91,-0.47,1.72,-1.23,0.81,0.65,-1.03,1.65,No
-0.1,0.31,0.91,1.53,0.69,0.05,-0.91,0.65,-1.03,1.11,Yes
1.02,0.31,-1.1,-0.37,-1.73,1.1,0.81,0.65,0.97,-1.0,No
0.12,0.31,-1.1,1.44,-1.39,-0.29,-0.91,0.65,-1.03,0.64,Yes
0.6,-0.9,-1.1,2.77,1.38,-1.23,0.81,0.65,-1.03,-0.1,Yes
0.21,-0.9,-1.1,1.15,0.34,0.87,-0.91,0.65,-1.03,-0.04,Yes
-2.06,1.52,0.91,2.11,-1.73,-1.23,0.81,0.65,0.97,1.02,No
-0.42,1.52,0.91,1.53,0.69,-1.23,-0.91,0.65,-1.03,0.92,Yes
0.84,-0.9,-1.1,-1.33,1.03,-1.23,0.81,0.65,-1.03,-0.46,No
-0.0,-0.9,-1.1,1.15,-0.7,1.48,-0.91,0.65,0.97,0.41,No
0.73,0.31,0.91,1.34,0.69,0.22,-0.91,0.65,0.97,-0.68,Yes
-0.94,0.31,0.91,-0.37,1.72,0.95,-0.91,0.65,0.97,-1.56,No
2.06,0.31,0.91,2.01,0.69,-0.09,-0.91,0.65,0.97,-0.64,No
-2.03,-0.9,-1.1,1.34,-0.7,-1.23,4.25,-1.55,-1.03,1.18,Yes
1.98,-0.9,0.91,3.06,1.38,0.85,-0.91,-1.55,-1.03,-0.05,No
-1.12,1.52,0.91,0.77,1.72,-1.23,0.81,0.65,0.97,0.1,No
0.52,-0.9,-1.1,2.48,0.69,0.99,-0.91,-1.55,-1.03,0.11,No
0.48,-0.9,-1.1,0.39,-1.73,0.4,-0.91,0.65,0.97,-1.03,Yes
-0.09,-0.9,0.91,-0.18,-0.35,-1.23,0.81,0.65,-1.03,1.2,No
-0.32,1.52,-1.1,1.06,-0.35,0.66,-0.91,-1.55,-1.03,0.87,Yes
0.28,0.31,-1.1,-0.66,-1.04,1.72,-0.91,0.65,-1.03,0.42,Yes
0.63,-0.9,0.91,-1.42,0.69,0.5,0.81,0.65,-1.03,-0.28,No
0.35,0.31,-1.1,-1.23,-0.7,0.53,2.53,0.65,-1.03,-0.61,Yes
0.98,-0.9,0.91,-0.28,1.38,-1.23,0.81,-1.55,0.97,1.67,No
-0.19,0.31,0.91,2.31,-0.7,1.09,-0.91,0.65,-1.03,0.02,No
0.5,0.31,-1.1,1.15,1.03,1.06,-0.91,-1.55,0.97,0.57,Yes
-0.19,-0.9,-1.1,1.53,-0.7,-1.23,2.53,0.65,0.97,-0.71,Yes
-0.2,0.31,-1.1,2.01,-0.7,1.02,-0.91,0.65,-1.03,1.23,Yes
-0.1,-0.9,0.91,0.01,-0.35,0.3,-0.91,0.65,-1.03,-0.32,Yes
-0.14,0.31,-1.1,-0.28,0.34,0.31,-0.91,0.65,-1.03,-0.5,No
2.06,-0.9,-1.1,-0.09,-0.35,-1.23,0.81,-1.55,-1.03,-1.46,No
0.26,-0.9,0.91,1.06,-0.35,0.36,-0.91,0.65,0.97,-1.09,No
-0.49,-0.9,-1.1,0.2,0.34,1.18,-0.91,0.65,0.97,0.22,No
-1.51,-0.9,0.91,1.53,1.38,-1.23,2.53,0.65,-1.03,-1.15,Yes
0.7,-0.9,-1.1,-0.28,-0.0,0.96,-0.91,0.65,0.97,-1.27,No
-0.26,-0.9,-1.1,-0.37,1.03,0.06,-0.91,-1.55,-1.03,0.42,No
-0.53,-0.9,-1.1,1.35,-0.35,-1.23,0.81,0.65,0.97,-1.08,No
0.58,0.31,-1.1,1.34,1.38,1.47,0.81,0.65,-1.03,1.57,Yes
-0.54,0.31,-1.1,0.96,-0.0,0.64,-0.91,0.65,-1.03,0.73,Yes
0.77,-0.9,0.91,1.06,-1.39,-0.38,-0.91,-1.55,0.97,1.34,No
